scenario,variable,measure,unit,key,tenor,sector,year,value
historical,real_gva,growth,pct,MT,,RSTU,2024,-0.352040031
adverse,real_gva,growth,pct,NL,,RSTU,2025,-0.134331718
adverse,real_gva,growth,pct,NL,,RSTU,2026,-2.055093703
adverse,real_gva,growth,pct,NL,,RSTU,2027,1.959165517
baseline,real_gva,growth,pct,NL,,RSTU,2025,1.977840277
baseline,real_gva,growth,pct,NL,,RSTU,2026,1.925310444
baseline,real_gva,growth,pct,NL,,RSTU,2027,1.684241087
historical,real_gva,growth,pct,NL,,RSTU,2024,4.232364318
adverse,real_gva,growth,pct,PL,,RSTU,2025,0.303055306
adverse,real_gva,growth,pct,PL,,RSTU,2026,-3.027290140
adverse,real_gva,growth,pct,PL,,RSTU,2027,1.290811380
baseline,real_gva,growth,pct,PL,,RSTU,2025,3.478492649
baseline,real_gva,growth,pct,PL,,RSTU,2026,3.423516802
baseline,real_gva,growth,pct,PL,,RSTU,2027,2.303329224
historical,real_gva,growth,pct,PL,,RSTU,2024,4.132909031
adverse,real_gva,growth,pct,PT,,RSTU,2025,-0.614792490
adverse,real_gva,growth,pct,PT,,RSTU,2026,-1.391775046
adverse,real_gva,growth,pct,PT,,RSTU,2027,1.947700265
baseline,real_gva,growth,pct,PT,,RSTU,2025,2.444618686
baseline,real_gva,growth,pct,PT,,RSTU,2026,2.441729587
baseline,real_gva,growth,pct,PT,,RSTU,2027,1.942693862
historical,real_gva,growth,pct,PT,,RSTU,2024,2.562914579
adverse,real_gva,growth,pct,RO,,RSTU,2025,-0.781720169
adverse,real_gva,growth,pct,RO,,RSTU,2026,-2.201940870
adverse,real_gva,growth,pct,RO,,RSTU,2027,1.682561724
baseline,real_gva,growth,pct,RO,,RSTU,2025,2.647390876
baseline,real_gva,growth,pct,RO,,RSTU,2026,3.291665175
baseline,real_gva,growth,pct,RO,,RSTU,2027,3.789111529
historical,real_gva,growth,pct,RO,,RSTU,2024,1.897722044
adverse,real_gva,growth,pct,SE,,RSTU,2025,-0.986423678
adverse,real_gva,growth,pct,SE,,RSTU,2026,-1.893281294
adverse,real_gva,growth,pct,SE,,RSTU,2027,2.503215264
baseline,real_gva,growth,pct,SE,,RSTU,2025,2.006157160
baseline,real_gva,growth,pct,SE,,RSTU,2026,2.209387327
baseline,real_gva,growth,pct,SE,,RSTU,2027,1.728984961
historical,real_gva,growth,pct,SE,,RSTU,2024,2.414506622
adverse,real_gva,growth,pct,SI,,RSTU,2025,-0.524815181
adverse,real_gva,growth,pct,SI,,RSTU,2026,-3.048800489
adverse,real_gva,growth,pct,SI,,RSTU,2027,2.043783239
baseline,real_gva,growth,pct,SI,,RSTU,2025,2.265358144
baseline,real_gva,growth,pct,SI,,RSTU,2026,2.709947000
baseline,real_gva,growth,pct,SI,,RSTU,2027,2.343612102
historical,real_gva,growth,pct,SI,,RSTU,2024,-0.607828606
adverse,real_gva,growth,pct,SK,,RSTU,2025,-0.256019581
adverse,real_gva,growth,pct,SK,,RSTU,2026,-2.205755820
adverse,real_gva,growth,pct,SK,,RSTU,2027,2.061463787
baseline,real_gva,growth,pct,SK,,RSTU,2025,2.610025564
baseline,real_gva,growth,pct,SK,,RSTU,2026,2.284725914
baseline,real_gva,growth,pct,SK,,RSTU,2027,2.831264797
historical,real_gva,growth,pct,SK,,RSTU,2024,-1.761350507
adverse,residential_property_prices,growth,pct,AS,,,2025,-7.528109715
adverse,residential_property_prices,growth,pct,AS,,,2026,-5.851671791
adverse,residential_property_prices,growth,pct,AS,,,2027,-4.141621184
baseline,residential_property_prices,growth,pct,AS,,,2025,1.569885514
baseline,residential_property_prices,growth,pct,AS,,,2026,1.409431189
baseline,residential_property_prices,growth,pct,AS,,,2027,1.418774844
historical,residential_property_prices,growth,pct,AS,,,2024,1.051257642
adverse,residential_property_prices,growth,pct,AT,,,2025,-6.692733673
adverse,residential_property_prices,growth,pct,AT,,,2026,-10.320728999
adverse,residential_property_prices,growth,pct,AT,,,2027,-5.652815758
baseline,residential_property_prices,growth,pct,AT,,,2025,0.701323688
baseline,residential_property_prices,growth,pct,AT,,,2026,3.327812433
baseline,residential_property_prices,growth,pct,AT,,,2027,3.707738876
historical,residential_property_prices,growth,pct,AT,,,2024,-2.828660250
adverse,residential_property_prices,growth,pct,AU,,,2025,-1.796230081
adverse,residential_property_prices,growth,pct,AU,,,2026,-3.407672883
adverse,residential_property_prices,growth,pct,AU,,,2027,0.626512594
baseline,residential_property_prices,growth,pct,AU,,,2025,7.075342516
baseline,residential_property_prices,growth,pct,AU,,,2026,6.104594114
baseline,residential_property_prices,growth,pct,AU,,,2027,5.992477682
historical,residential_property_prices,growth,pct,AU,,,2024,6.482254570
adverse,residential_property_prices,growth,pct,BE,,,2025,-5.093099922
adverse,residential_property_prices,growth,pct,BE,,,2026,-10.704558097
adverse,residential_property_prices,growth,pct,BE,,,2027,-6.096032108
baseline,residential_property_prices,growth,pct,BE,,,2025,2.356883287
baseline,residential_property_prices,growth,pct,BE,,,2026,2.053677082
baseline,residential_property_prices,growth,pct,BE,,,2027,2.066107988
historical,residential_property_prices,growth,pct,BE,,,2024,0.555392265
adverse,residential_property_prices,growth,pct,BG,,,2025,-2.246859400
adverse,residential_property_prices,growth,pct,BG,,,2026,-11.697406980
adverse,residential_property_prices,growth,pct,BG,,,2027,-6.607076214
baseline,residential_property_prices,growth,pct,BG,,,2025,8.803145940
baseline,residential_property_prices,growth,pct,BG,,,2026,6.771078999
baseline,residential_property_prices,growth,pct,BG,,,2027,5.692088127
historical,residential_property_prices,growth,pct,BG,,,2024,14.065234569
